Eixo Tecnológico;Área Tecnológica;Denominação do Curso;Classificação Cine Brasil;Perfil Profissional de Conclusão;Carga Horária Mínima;Descrição Carga Horária Mínima;Pré-Requisitos para Ingresso;Itinerários Formativos;Campo de Atuação;Ocupações CBO Associadas;Infraestrutura Mínima;Legislação Profissional
Ambiente e Saúde;Gestão e Promoção da Saúde e Bem-Estar;Tecnologia em Estética e Cosmética;1012E01 Estética e cosmética;"O Tecnólogo em Estética e Cosmética será habilitado para:

Identificar, avaliar, selecionar e executar procedimentos estéticos faciais, corporais e capilares, utilizando produtos, técnicas manuais e eletrotermofototerapia com finalidades estéticas. 
Assessorar no desenvolvimento de cosméticos e equipamentos para a área. 
Assumir responsabilidade técnica em centros de estética que executam e aplicam recursos estéticos. 
Dirigir, coordenar e supervisionar nas áreas de Estética e Cosmetologia.

Para atuação como Tecnólogo em Estética e Cosmética, são fundamentais:

Conhecimentos e compreensão de sua atuação profissional em estética facial, corporal e capilar, princípios ativos e eletroterapia, intradermoterapia.
Conhecimentos e saberes relacionados aos princípios das técnicas aplicadas na área, sempre pautados na postura humana, ética e social. 
Resolução dos casos clínicos, comunicação, trabalho em equipe multidisciplinar, domínio das técnicas e tecnologias; além de gestão e ética profissional.";2.000 horas;"O curso dura cerca de dois anos e meio, podendo variar em cada Instituição de Ensino. 

A oferta de Cursos Superiores de Tecnologia, na modalidade de Educação a Distância (EaD), deve observar o disposto no Decreto nº 9.057, de 25 de maio de 2017, em especial o seu art. 4º, que trata das atividades presenciais. 

Os cursos da área da Saúde devem oferecer, no mínimo, 50% de sua carga horária presencialmente, mesmo que seja um curso EaD. 

Para aprimorar a formação profissional, o curso poderá ter estágio curricular supervisionado obrigatório, a critério da instituição ofertante. 

Qualquer que seja a carga horária do estágio proposta pela instituição de ensino, esta não será considerada na carga horária total mínima do curso estabelecida neste Catálogo. ";"Para ingresso no Curso Tecnologia em Estética e Cosmética, o estudante deverá:

Ter concluído o Ensino Médio ou equivalente.
Ser aprovado em processo seletivo.
";"A Resolução CNE/CP nº 01/2021 prevê certificações intermediárias a critério das instituições de ensino, a partir da conclusão de etapas com terminalidade dentro do curso, as quais tenham relação com uma ocupação no mundo do trabalho.

Para tanto, é preciso observar a Classificação Brasileira de Ocupações (CBO). Destaca-se que não se pode emitir um diploma de curso técnico como certificação intermediária de um curso superior. As diferenças de níveis de ensino e de processo de autorização para oferta dos cursos não permitem que um curso técnico seja uma certificação intermediária de um curso superior.

Por outro lado, é permitido o aproveitamento, no curso superior, de conhecimentos, saberes e/ou estudos adquiridos anteriormente, inclusive em cursos técnicos, a critério da instituição de ensino. A conclusão dos cursos superiores de tecnologia confere o direito de prosseguimento de estudos em nível de pós-graduação _lato sensu_ ou _stricto sensu_, profissionais ou acadêmicos. As possibilidades de mestrados e doutorados autorizadas e reconhecidas pelo MEC estão relacionadas na [plataforma sucupira](https://sucupira.capes.gov.br/sucupira/).";"Locais e ambientes de trabalho:

Clínicas e Centros de estética
Hospitais
Clínicas de cirurgia plástica
Empresas de comercialização de produtos cosméticos
Indústria cosmética e de eletroterapia
Órgãos públicos
Estâncias hidrominerais
Salões de beleza
Institutos e centros de pesquisa
Instituições de ensino, mediante formação requerida pela legislação vigente
";3221-30 - Esteticista: Tecnólogo em Estética e Cosmética;"Biblioteca incluindo acervo específico e atualizado
Laboratório de informática com programas e equipamentos compatíveis com as atividades educacionais
Clínica-escola
Laboratório de química
Laboratório de anatomia
Laboratório de estética capilar
Laboratório de estética corporal
Laboratório de estética facial";Lei Federal 13.643/2018
Ambiente e Saúde;Proteção e Reabilitação de Ecossistemas;Tecnologia em Gestão Ambiental;0712G01 Gestão ambiental;"O Tecnólogo em Gestão Ambiental será habilitado para:

Planejar, gerenciar e executar atividades de diagnóstico, medidas mitigadoras, de recuperação de áreas degradadas e de licenciamento ambiental.
Coordenar equipes multidisciplinares de licenciamento ambiental.
Elaborar, implantar, acompanhar e avaliar políticas e programas de educação ambiental, gestão ambiental, planos de saneamento básico, gestão de resíduos sólidos, controle e monitoramento ambiental.
Realizar análises químicas e físico-químicas ambientais.
Vistoriar, realizar perícia, avaliar, emitir laudo e parecer técnico em sua área de formação.

Para atuação como Tecnólogo em Gestão Ambiental, são fundamentais:

Conhecimento para elaborar laudos, pareceres e relatórios técnicos.
Capacidade para implementar e avaliar sistemas de qualidade e gestão ambiental em organizações;
Conhecimento para promover processos de educação ambiental formal e não-formal em organizações e comunidades.";1.600 horas;"O curso dura cerca de dois anos, podendo variar em cada Instituição de Ensino. 

A oferta de Cursos Superiores de Tecnologia, na modalidade de Educação a Distância (EaD), deve observar o disposto no Decreto nº 9.057, de 25 de maio de 2017, em especial o seu art. 4º, que trata das atividades presenciais. 

Para aprimorar a formação profissional, o curso poderá ter estágio curricular supervisionado obrigatório, a critério da instituição ofertante. 

Qualquer que seja a carga horária do estágio proposta pela instituição de ensino, esta não será considerada na carga horária total mínima do curso estabelecida neste Catálogo.";"Para ingresso no Curso Tecnologia em Gestão Ambiental, o estudante deverá:

Ter concluído o Ensino Médio ou equivalente.
Ser aprovado em processo seletivo.
";"A Resolução CNE/CP nº 01/2021 prevê certificações intermediárias a critério das instituições de ensino, a partir da conclusão de etapas com terminalidade dentro do curso, as quais tenham relação com uma ocupação no mundo do trabalho.

Para tanto, é preciso observar a Classificação Brasileira de Ocupações (CBO). Destaca-se que não se pode emitir um diploma de curso técnico como certificação intermediária de um curso superior. As diferenças de níveis de ensino e de processo de autorização para oferta dos cursos não permitem que um curso técnico seja uma certificação intermediária de um curso superior.

Por outro lado, é permitido o aproveitamento, no curso superior, de conhecimentos, saberes e/ou estudos adquiridos anteriormente, inclusive em cursos técnicos, a critério da instituição de ensino. A conclusão dos cursos superiores de tecnologia confere o direito de prosseguimento de estudos em nível de pós-graduação _lato sensu_ ou _stricto sensu_, profissionais ou acadêmicos. As possibilidades de mestrados e doutorados autorizadas e reconhecidas pelo MEC estão relacionadas na [plataforma sucupira](https://sucupira.capes.gov.br/sucupira/).";"Locais e ambientes de trabalho: 

Empresas de planejamento, desenvolvimento de projetos, assessoramento técnico e consultoria
Empresas em geral (indústria, comércio e serviços)
Empresas, propriedades rurais e empreendimentos de agricultura familiar
Organizações não-governamentais
Órgãos públicos
Institutos e centros de pesquisa
Instituições de ensino, mediante formação requerida pela legislação vigente";2140-10 - Tecnólogo em Meio Ambiente;"Biblioteca com acervo físico ou virtual específico e atualizado  
Laboratório de informática com programas e equipamentos compatíveis com as atividades educacionais do curso  
Laboratório de análises químicas, físico-químicas e biológicas";"Lei 8.734 de 25/11/1993
Resolução n° 198/2004
Resolução Normativa CFQ Nº 259 DE 16/01/2015
Resolução Normativa CFA nº 649, de 28 de maio de 2024."
Ambiente e Saúde;Proteção e Reabilitação de Ecossistemas;Tecnologia em Gestão de Recursos Hídricos;0732G01 Gestão de recursos hídricos;"O Tecnólogo em Gestão de Recursos Hídricos será habilitado para:

Planejar, gerenciar e executar planos, programas e projetos de recursos hídricos, qualidade, quantidade, conservação e acesso à água.
Coordenar ações de mobilização e participação social,  conservação e uso racional de recursos hídricos.
Elaborar e aplicar critérios para outorga de recursos hídricos.
Coordenar e avaliar redes de monitoramento de recursos hídricos.
Avaliar e emitir parecer técnico em sua área de formação.

Para atuação como Tecnólogo em Gestão de Recursos Hídricos, são fundamentais:

Conhecimentos e saberes relacionados aos processos de projetos, planejamento e gestão no setor público ou privado, em situações de eventos adversos e possíveis desastres de origem natural ou tecnológica.
Capacidade de assegurar a sustentabilidade e o desenvolvimento dos recursos hídricos, a aplicação das normas técnicas,
Habilidade para realizar gestão de conflitos, solucionar problemas técnicos e trabalhistas,  liderar equipes.
Atualização e aperfeiçoamento profissional por meio da educação continuada.";1.600 horas;"O curso dura cerca de dois anos, podendo variar em cada Instituição de Ensino. 

A oferta de Cursos Superiores de Tecnologia, na modalidade de Educação a Distância (EaD), deve observar o disposto no Decreto nº 9.057, de 25 de maio de 2017, em especial o seu art. 4º, que trata das atividades presenciais. 

Para aprimorar a formação profissional, o curso poderá ter estágio curricular supervisionado obrigatório, a critério da instituição ofertante. 

Qualquer que seja a carga horária do estágio proposta pela instituição de ensino, esta não será considerada na carga horária total mínima do curso estabelecida neste Catálogo.";"Para ingresso no Curso Tecnologia em Gestão de Recursos Hídricos, o estudante deverá:

Ter concluído o Ensino Médio ou equivalente.
Ser aprovado em processo seletivo.";"A Resolução CNE/CP nº 01/2021 prevê certificações intermediárias a critério das instituições de ensino, a partir da conclusão de etapas com terminalidade dentro do curso, as quais tenham relação com uma ocupação no mundo do trabalho.

Para tanto, é preciso observar a Classificação Brasileira de Ocupações (CBO). Destaca-se que não se pode emitir um diploma de curso técnico como certificação intermediária de um curso superior. As diferenças de níveis de ensino e de processo de autorização para oferta dos cursos não permitem que um curso técnico seja uma certificação intermediária de um curso superior.

Por outro lado, é permitido o aproveitamento, no curso superior, de conhecimentos, saberes e/ou estudos adquiridos anteriormente, inclusive em cursos técnicos, a critério da instituição de ensino. A conclusão dos cursos superiores de tecnologia confere o direito de prosseguimento de estudos em nível de pós-graduação _lato sensu_ ou _stricto sensu_, profissionais ou acadêmicos. As possibilidades de mestrados e doutorados autorizadas e reconhecidas pelo MEC estão relacionadas na [plataforma sucupira](https://sucupira.capes.gov.br/sucupira/).";"Locais e ambientes de trabalho: 

Cooperativas e associações
Empresas de planejamento, desenvolvimento de projetos, assessoramento técnico e consultoria
Empresas do setor agropecuário
Organizações não-governamentais
Órgãos públicos
Institutos e centros de pesquisa
Instituições de Ensino, mediante formação requerida pela legislação vigente";2140-10 Tecnólogo em Meio Ambiente;"Biblioteca incluindo acervo específico e atualizado  
Laboratório de informática com programas e equipamentos compatíveis com as atividades educacionais";"RESOLUÇÃO N° 198/2004 
RESOLUÇÃO NORMATIVA CFQ Nº 259 DE 2015
Lei nº 2.800, de 18/06/1956"
Ambiente e Saúde;Proteção e Reabilitação de Ecossistemas;Tecnologia em Gestão de Resíduos Sólidos;0712G02 Gestão de resíduos;"O Tecnólogo em Gestão de Resíduos Sólidos será habilitado para:

Planejar, implantar, supervisionar e monitorar a operação de estações de tratamento de resíduos sólidos.
Realizar análises químicas e físico-químicas para caracterização de resíduos sólidos.
Planejar e executar programas de coleta seletiva, reuso de resíduos, instalação e monitoramento de aterros sanitários, prevenção e controle da poluição e dos impactos ambientais.
Coordenar atividades de campo, laboratoriais e de gerenciamento de resíduos sólidos.
Vistoriar, realizar perícia, avaliar, emitir laudo e parecer técnicos em sua área de formação.

Para atuação como Tecnólogo em Gestão de Resíduos Sólidos, são fundamentais:

Capacidade de atuação junto a equipes multidisciplinares no processo de implantação, acompanhamento e execução de plano de gerenciamento de resíduos da saúde, tanto em empresas públicas quanto em empresas privadas.
Conhecimento da legislação em vigor, visando à proteção dos trabalhadores, à preservação da saúde pública, dos recursos naturais e do meio ambiente.
Atualização e aperfeiçoamento profissional por meio da educação continuada.";1.600 horas;"O curso dura cerca de dois anos, podendo variar em cada Instituição de Ensino. 

A oferta de Cursos Superiores de Tecnologia, na modalidade de Educação a Distância (EaD), deve observar o disposto no Decreto nº 9.057, de 25 de maio de 2017, em especial o seu art. 4º, que trata das atividades presenciais. 

Para aprimorar a formação profissional, o curso poderá ter estágio curricular supervisionado obrigatório, a critério da instituição ofertante. 

Qualquer que seja a carga horária do estágio proposta pela instituição de ensino, esta não será considerada na carga horária total mínima do curso estabelecida neste Catálogo.";"Para ingresso no Curso Tecnologia em Gestão de Resíduos Sólidos, o estudante deverá:

Ter concluído o Ensino Médio ou equivalente. 
Ser aprovado em processo seletivo.";"A Resolução CNE/CP nº 01/2021 prevê certificações intermediárias a critério das instituições de ensino, a partir da conclusão de etapas com terminalidade dentro do curso, as quais tenham relação com uma ocupação no mundo do trabalho.

Para tanto, é preciso observar a Classificação Brasileira de Ocupações (CBO). Destaca-se que não se pode emitir um diploma de curso técnico como certificação intermediária de um curso superior. As diferenças de níveis de ensino e de processo de autorização para oferta dos cursos não permitem que um curso técnico seja uma certificação intermediária de um curso superior.

Por outro lado, é permitido o aproveitamento, no curso superior, de conhecimentos, saberes e/ou estudos adquiridos anteriormente, inclusive em cursos técnicos, a critério da instituição de ensino. A conclusão dos cursos superiores de tecnologia confere o direito de prosseguimento de estudos em nível de pós-graduação _lato sensu_ ou _stricto sensu_, profissionais ou acadêmicos. As possibilidades de mestrados e doutorados autorizadas e reconhecidas pelo MEC estão relacionadas na [plataforma sucupira](https://sucupira.capes.gov.br/sucupira/).";"Locais e ambientes de trabalho:

Centrais de destinação de resíduos  
Empresas de planejamento, desenvolvimento de projetos, assessoramento técnico e consultoria  
Empresas do setor agropecuário  
Indústrias em geral  
Organizações não-governamentais  
Órgãos públicos  
Institutos e centros de pesquisa  
Instituições de Ensino, mediante formação requerida pela legislação vigente";2140-10 Tecnólogo em Meio Ambiente;"Biblioteca incluindo acervo específico e atualizado  
Laboratório de informática com programas e equipamentos compatíveis com as atividades educacionais do curso  
Laboratório de controle ambiental  
Laboratório de microbiologia  
Laboratório de química  
Laboratório de resíduos sólidos";"RESOLUÇÃO N° 198/2004 
Resolução Normativa CFQ Nº 259 DE 16/01/2015
Lei nº 2.800, de 18/06/1956"
Ambiente e Saúde;Gestão e Promoção da Saúde e Bem-Estar;Tecnologia em Gestão Hospitalar;0413G11 Gestão hospitalar;"O Tecnólogo em Gestão Hospitalar será habilitado para:

Gerenciar processos de trabalho, sistemas de informação, recursos humanos, recursos materiais e financeiros em saúde.
Gerenciar a qualidade dos serviços e os indicadores de desempenho na gestão de organizações de saúde.
Desenvolver programas de ampliação e avaliação de tecnologias em saúde.  
Vistoriar, avaliar e elaborar parecer técnico em sua área de formação.

Para atuação como Tecnólogo em Gestão Hospitalar, são fundamentais:

Conhecimentos das políticas públicas de saúde e compreensão de sua atuação profissional frente às diretrizes, aos princípios e à estrutura organizacional do Sistema Único de Saúde (SUS).
Aptidão para trabalhar a saúde nos seus âmbitos humano, material e tecnológico, visando ao planejamento estratégico e ao gerenciamento em instituições de saúde.
Habilidade para subsidiar o planejamento estratégico e o gerenciamento em instituições de saúde.
Conhecimentos e saberes relacionados aos processos de projetos, de planejamento e de gestão, tanto no setor público quanto no privado.";2.400 horas;"O curso dura cerca de três anos, podendo variar em cada Instituição de Ensino. 

A oferta de Cursos Superiores de Tecnologia, na modalidade de Educação a Distância (EaD), deve observar o disposto no Decreto nº 9.057, de 25 de maio de 2017, em especial o seu art. 4º, que trata das atividades presenciais. 

Os cursos da área da Saúde devem oferecer, no mínimo, 50% de sua carga horária presencialmente, mesmo que seja um curso EaD. 

Para aprimorar a formação profissional, o curso poderá ter estágio curricular supervisionado obrigatório, a critério da instituição ofertante. 

Qualquer que seja a carga horária do estágio proposta pela instituição de ensino, esta não será considerada na carga horária total mínima do curso estabelecida neste Catálogo. ";"Para ingresso no Curso Tecnologia em Gestão Hospitalar, o estudante deverá:

Ter concluído o Ensino Médio ou equivalente.
Ser aprovado em processo seletivo.
";"A Resolução CNE/CP nº 01/2021 prevê certificações intermediárias a critério das instituições de ensino, a partir da conclusão de etapas com terminalidade dentro do curso, as quais tenham relação com uma ocupação no mundo do trabalho.

Para tanto, é preciso observar a Classificação Brasileira de Ocupações (CBO). Destaca-se que não se pode emitir um diploma de curso técnico como certificação intermediária de um curso superior. As diferenças de níveis de ensino e de processo de autorização para oferta dos cursos não permitem que um curso técnico seja uma certificação intermediária de um curso superior.

Por outro lado, é permitido o aproveitamento, no curso superior, de conhecimentos, saberes e/ou estudos adquiridos anteriormente, inclusive em cursos técnicos, a critério da instituição de ensino. A conclusão dos cursos superiores de tecnologia confere o direito de prosseguimento de estudos em nível de pós-graduação _lato sensu_ ou _stricto sensu_, profissionais ou acadêmicos. As possibilidades de mestrados e doutorados autorizadas e reconhecidas pelo MEC estão relacionadas na [plataforma sucupira](https://sucupira.capes.gov.br/sucupira/).";"Locais e ambientes de trabalho:
 
Clínicas, hospitais, laboratórios, serviços de diagnóstico e outras empresas prestadoras de serviço em saúde
Empresas de serviços de apoio e logística hospitalar
Empresas operadoras de serviços de saúde e cooperativas de saúde
Empresas que comercializam insumos médico-hospitalares.
Institutos e centros de pesquisa
Instituições de ensino, mediante formação requerida pela legislação vigente";1312-15 - Tecnólogo em Gestão Hospitalar;"Biblioteca com acervo físico ou virtual específico e atualizado  
Laboratório de informática com programas e equipamentos compatíveis com as atividades educacionais do curso";Resolução Normativa CFA nº 649, de 28 de maio de 2024.
Ambiente e Saúde;Gestão e Promoção da Saúde e Bem-Estar;Tecnologia em Oftálmica;0914O01 Oftálmica;"O Tecnólogo em Oftálmica será habilitado para:

Supervisionar a execução de exames com equipamentos oftalmológicos integrando equipes multidisciplinares e interdisciplinares.
Planejar e implementar programas de manutenção preventiva de equipamentos oftalmológicos e manusear os equipamentos oftalmológicos utilizados em atividades clínicas e cirúrgicas.
Projetar e desenvolver novas soluções tecnológicas em sua área de competência.
Gerenciar processos de apoio na administração de prestadores de serviço em oftalmologia.
Avaliar e elaborar parecer técnico em sua área de formação.

Para atuação como Tecnólogo em Oftálmica, são fundamentais:

Capacidade de promover a saúde ocular para a prevenção de doenças e da cegueira, nos processos de habilitação e reabilitação visual.
Habilitação para executar, manter e manusear equipamentos oftalmológicos.
Comunicação, trabalho em equipe, domínio das tecnologias, habilidade para resolução de situações-problema.";2.400 horas;"O curso dura cerca de três anos, podendo variar em cada Instituição de Ensino. 

A oferta de Cursos Superiores de Tecnologia, na modalidade de Educação a Distância (EaD), deve observar o disposto no Decreto nº 9.057, de 25 de maio de 2017, em especial o seu art. 4º, que trata das atividades presenciais. 

Os cursos da área da Saúde devem oferecer, no mínimo, 50% de sua carga horária presencialmente, mesmo que seja um curso EaD. 

Para aprimorar a formação profissional, o curso poderá ter estágio curricular supervisionado obrigatório, a critério da instituição ofertante. 

Qualquer que seja a carga horária do estágio proposta pela instituição de ensino, esta não será considerada na carga horária total mínima do curso estabelecida neste Catálogo. ";"Para ingresso no Curso Tecnologia em Oftálmica, o estudante deverá:

Ter concluído o Ensino Médio ou equivalente.
Ser aprovado em processo seletivo.
";"A Resolução CNE/CP nº 01/2021 prevê certificações intermediárias a critério das instituições de ensino, a partir da conclusão de etapas com terminalidade dentro do curso, as quais tenham relação com uma ocupação no mundo do trabalho.

Para tanto, é preciso observar a Classificação Brasileira de Ocupações (CBO). Destaca-se que não se pode emitir um diploma de curso técnico como certificação intermediária de um curso superior. As diferenças de níveis de ensino e de processo de autorização para oferta dos cursos não permitem que um curso técnico seja uma certificação intermediária de um curso superior.

Por outro lado, é permitido o aproveitamento, no curso superior, de conhecimentos, saberes e/ou estudos adquiridos anteriormente, inclusive em cursos técnicos, a critério da instituição de ensino. A conclusão dos cursos superiores de tecnologia confere o direito de prosseguimento de estudos em nível de pós-graduação _lato sensu_ ou _stricto sensu_, profissionais ou acadêmicos. As possibilidades de mestrados e doutorados autorizadas e reconhecidas pelo MEC estão relacionadas na [plataforma sucupira](https://sucupira.capes.gov.br/sucupira/).";"Locais e ambientes de trabalho:

Centros diagnósticos
Clínicas oftalmológicas
Hospitais
Indústria e comércio de equipamentos oftalmológicos
Laboratórios médicos
Laboratórios ópticos
Institutos e centros de pesquisa
Instituições de ensino, mediante formação requerida pela legislação vigente";3241-25 - Tecnólogo Oftálmico;"Biblioteca com acervo físico ou virtual específico e atualizado  
Laboratório de informática com programas e equipamentos compatíveis com as atividades educacionais do curso  
Centro oftalmológico de alta complexidade  
Laboratório de anatomia  
Laboratório de equipamentos oftálmicos  
Laboratório de óptica fisiológica  
Laboratório de patologia e microbiologia ocular  
Laboratório didático: ambulatório de atendimento supervisionado";Regulamentação não identificada até a publicação desta edição.
Ambiente e Saúde;Gestão e Promoção da Saúde e Bem-Estar;Tecnologia em Podologia;0915P01 Podologia;"O Tecnólogo em Podologia será habilitado para:

Atuar na promoção, proteção e recuperação da saúde dos pés, aplicar técnicas, produtos e equipamentos adequados aos procedimentos podológicos e às normas de biossegurança.
Realizar avaliação podológica, procedimentos de profilaxia podal, correção de unhas, onicopatias inflamatórias, infecciosas e hiperqueratoses dos pés.
Atuar como responsável técnico em centros e espaços de Podologia.
Gerenciar clínicas de Podologia.

Para atuação como Tecnólogo em Podologia, são fundamentais:

Conhecimentos das políticas públicas de saúde e compreensão de sua atuação profissional frente às diretrizes, aos princípios e à estrutura organizacional do Sistema Único de Saúde (SUS).
Capacidade para avaliar, diagnosticar onicopatias e aplicar técnicas de Podologia.
Conhecimentos e saberes relacionados aos princípios das técnicas aplicadas à área, sempre pautados numa postura humana, ética e social.
Atualização e aperfeiçoamento profissional por meio de formação continuada.";1.600 horas;"O curso dura cerca de dois anos, podendo variar em cada Instituição de Ensino. 

A oferta de Cursos Superiores de Tecnologia, na modalidade de Educação a Distância (EaD), deve observar o disposto no Decreto nº 9.057, de 25 de maio de 2017, em especial o seu art. 4º, que trata das atividades presenciais. 

Os cursos da área da Saúde devem oferecer, no mínimo, 50% de sua carga horária presencialmente, mesmo que seja um curso EaD. 

Para aprimorar a formação profissional, o curso poderá ter estágio curricular supervisionado obrigatório, a critério da instituição ofertante. 

Qualquer que seja a carga horária do estágio proposta pela instituição de ensino, esta não será considerada na carga horária total mínima do curso estabelecida neste Catálogo. ";"Para ingresso no Curso Tecnologia em Podologia, o estudante deverá:

Ter concluído o Ensino Médio ou equivalente.
Ser aprovado em processo seletivo.
";"A Resolução CNE/CP nº 01/2021 prevê certificações intermediárias a critério das instituições de ensino, a partir da conclusão de etapas com terminalidade dentro do curso, as quais tenham relação com uma ocupação no mundo do trabalho.

Para tanto, é preciso observar a Classificação Brasileira de Ocupações (CBO). Destaca-se que não se pode emitir um diploma de curso técnico como certificação intermediária de um curso superior. As diferenças de níveis de ensino e de processo de autorização para oferta dos cursos não permitem que um curso técnico seja uma certificação intermediária de um curso superior.

Por outro lado, é permitido o aproveitamento, no curso superior, de conhecimentos, saberes e/ou estudos adquiridos anteriormente, inclusive em cursos técnicos, a critério da instituição de ensino. A conclusão dos cursos superiores de tecnologia confere o direito de prosseguimento de estudos em nível de pós-graduação _lato sensu_ ou _stricto sensu_, profissionais ou acadêmicos. As possibilidades de mestrados e doutorados autorizadas e reconhecidas pelo MEC estão relacionadas na [plataforma sucupira](https://sucupira.capes.gov.br/sucupira/).";"Locais e ambientes de trabalho:

Clínicas estéticas
Clínicas podológicas
Salões de beleza
Empresas
Associações desportivas
Hospitais, unidades básicas de saúde e domicílios
Academias
SPAs
";Ocupações CBO associadas não identificadas até a publicação desta edição.;"Biblioteca com acervo físico ou virtual específico e atualizado  
Laboratório de informática com programas e equipamentos compatíveis com as atividades educacionais  
Clínica-escola  
Laboratório de química  
Laboratório de anatomia";Regulamentação não identificada até a publicação desta edição.
Ambiente e Saúde;Gestão e Promoção da Saúde e Bem-Estar;Tecnologia em Radiologia;0914R01 Radiologia;"O Tecnólogo em Radiologia será habilitado para:

Executar e supervisionar as técnicas radiológicas para aquisição de imagens médicas, veterinárias, na inspeção em segurança e indústria, além de aplicar a radiação ionizante como terapia e/ou diagnóstico na radioterapia e na medicina nuclear e a radiação não ionizante na ressonância magnética.
Monitorar, quantificar e otimizar a produção de rejeitos radioativos. 
Coordenar equipes de trabalho nos serviços de diagnóstico por imagens. 
Desenvolver, implantar, gerenciar, supervisionar e realizar programas de controle de qualidade e radioproteção. 
Vistoriar, avaliar e emitir parecer técnico em sua área de formação.

Para atuação como Tecnólogo em Radiologia, são fundamentais:

Conhecimentos das políticas públicas de saúde e compreensão de sua atuação profissional frente às diretrizes, aos princípios e à estrutura organizacional do Sistema Único de Saúde (SUS).
Capacidade para aplicar o conhecimento científico de física das radiações, anatomia, fisiologia e patologia nas atividades profissionais nas diversas modalidades da radiologia; para aplicar os conceitos de biossegurança, radiobiologia e proteção radiológica no desenvolvimento das atividades profissionais.
Conhecimento da legislação vigente e da aplicação das recomendações de proteção radiológica relativas ao exercício da profissão.
Conhecimento dos princípios de funcionamento dos equipamentos radiológicos, adequadamente para atender às necessidades específicas.
Domínio dos princípios de funcionamento dos instrumentos de medida das radiações e suas aplicações em proteção radiológica e no controle de qualidade.
Habilidade para planejar, implementar e aplicar programas de garantia de qualidade.
Capacidade para utilizar os sistemas de gerenciamento de informação hospitalar e radiologia digitais.";2.400 horas;"O curso dura cerca de três anos, podendo variar em cada Instituição de Ensino. 

A oferta de Cursos Superiores de Tecnologia, na modalidade de Educação a Distância (EaD), deve observar o disposto no Decreto nº 9.057, de 25 de maio de 2017, em especial o seu art. 4º, que trata das atividades presenciais. 

Os cursos da área da Saúde devem oferecer, no mínimo, 50% de sua carga horária presencialmente, mesmo que seja um curso EaD. 

Para aprimorar a formação profissional, o curso poderá ter estágio curricular supervisionado obrigatório, a critério da instituição ofertante. 

Qualquer que seja a carga horária do estágio proposta pela instituição de ensino, esta não será considerada na carga horária total mínima do curso estabelecida neste Catálogo. ";"Para ingresso no Curso Tecnologia em Radiologia, o estudante deverá:

Ter concluído o Ensino Médio ou equivalente.
Ser aprovado em processo seletivo.
";"A Resolução CNE/CP nº 01/2021 prevê certificações intermediárias a critério das instituições de ensino, a partir da conclusão de etapas com terminalidade dentro do curso, as quais tenham relação com uma ocupação no mundo do trabalho.

Para tanto, é preciso observar a Classificação Brasileira de Ocupações (CBO). Destaca-se que não se pode emitir um diploma de curso técnico como certificação intermediária de um curso superior. As diferenças de níveis de ensino e de processo de autorização para oferta dos cursos não permitem que um curso técnico seja uma certificação intermediária de um curso superior.

Por outro lado, é permitido o aproveitamento, no curso superior, de conhecimentos, saberes e/ou estudos adquiridos anteriormente, inclusive em cursos técnicos, a critério da instituição de ensino. A conclusão dos cursos superiores de tecnologia confere o direito de prosseguimento de estudos em nível de pós-graduação _lato sensu_ ou _stricto sensu_, profissionais ou acadêmicos. As possibilidades de mestrados e doutorados autorizadas e reconhecidas pelo MEC estão relacionadas na [plataforma sucupira](https://sucupira.capes.gov.br/sucupira/).";"Locais e ambientes de trabalho: 

Hospitais
Clínicas, policlínicas e laboratórios, nos serviços de diagnóstico por imagem médica, radiologia veterinária, além de serviços de radiologia industrial, radiologia para inspeção em segurança e indústrias e distribuidores de equipamentos
Institutos e centros de pesquisa
Instituições de ensino, mediante formação requerida pela legislação vigente";3241-20 - Tecnólogo em Radiologia;"Biblioteca com acervo físico ou virtual específico e atualizado  
Laboratório de informática com programas e equipamentos compatíveis com as atividades educacionais do curso  
Laboratório de anatomia e fisiologia  
Laboratório de dosimetria e radioproteção  
Laboratório de imaginologia  
Laboratório de processamento e análise de imagens  
Laboratório de radiologia";"Resolução Conter n.º 3, de 23 de maio de 2006
Resolução Conter nº 06, de 28 de maio de 2009
Resolução Conter n.º 15, de 22 de outubro de 2009
Resolução Conter nº 10, de 11 de novembro de 2011"
